age,gender,contract_type,payment_method,tenure_months,monthly_charges,total_charges,avg_call_minutes,num_support_tickets,has_international_plan,region,Churn
79,M,Month-to-month,Mailed check,41,88.82,3462.63,259.1,0,No,East,0
75,M,Month-to-month,Bank transfer,66,34.45,2443.85,100.6,0,No,North,0
37,F,Month-to-month,Electronic check,69,71.43,5125.39,420.5,1,No,North,0
43,M,Month-to-month,Mailed check,13,75.73,1178.36,370.4,1,Yes,North,1
42,M,Month-to-month,Credit card,65,80.28,5013.98,134.9,1,No,North,1
84,F,One year,Electronic check,30,140.45,4776.0,358.0,2,No,Central,1
73,F,Month-to-month,Credit card,38,83.61,3121.58,254.6,1,Yes,East,0
65,M,Month-to-month,Electronic check,9,81.56,1106.43,132.9,1,No,East,1
53,M,One year,Electronic check,63,66.41,4336.21,203.5,0,No,Central,0
38,M,Month-to-month,Electronic check,23,88.41,2339.99,352.5,3,No,South,1
55,F,One year,Electronic check,11,37.59,314.04,104.9,0,No,West,0
50,M,Month-to-month,Bank transfer,59,59.89,3313.51,282.1,3,Yes,East,1
56,M,Month-to-month,Mailed check,0,116.89,392.22,175.5,1,Yes,West,1
35,M,One year,Electronic check,70,66.4,4853.57,322.3,1,No,West,0
21,F,Month-to-month,Credit card,6,48.55,128.88,218.2,0,No,East,0
71,F,Month-to-month,Credit card,50,5.0,485.32,239.7,1,No,Central,0
48,F,Two year,Mailed check,43,119.55,4928.83,209.3,0,No,North,0
30,M,Month-to-month,Electronic check,49,52.14,2618.51,322.1,2,No,South,0
45,F,Month-to-month,Electronic check,57,28.42,1795.95,303.1,1,No,West,0
42,M,Two year,Bank transfer,30,54.02,1646.77,211.7,1,No,South,0
49,F,Month-to-month,Mailed check,36,85.41,3237.99,255.2,2,No,North,1
56,M,Month-to-month,Electronic check,7,35.71,145.0,149.9,0,No,East,0
55,M,Month-to-month,Credit card,15,79.51,1022.65,181.6,2,Yes,Central,0
48,F,Two year,Credit card,74,58.97,4460.43,177.3,0,No,North,0
66,F,Month-to-month,Mailed check,65,5.0,630.09,256.8,1,No,Central,0
35,M,Month-to-month,Mailed check,21,46.39,910.36,232.6,0,No,Central,0
63,M,One year,Mailed check,33,50.02,1703.39,326.7,0,No,East,0
24,M,One year,Mailed check,4,101.35,67.2,296.1,0,No,East,0
35,F,Month-to-month,Credit card,69,65.69,4672.13,362.3,0,No,North,0
70,M,Month-to-month,Credit card,26,75.78,1876.28,57.0,1,Yes,Central,0
53,M,Month-to-month,Electronic check,19,42.8,794.9,188.4,4,No,West,1
59,M,Two year,Electronic check,61,42.16,2686.49,286.0,1,No,West,0
52,M,Two year,Electronic check,9,75.99,566.42,290.4,0,No,South,0
41,M,Month-to-month,Mailed check,43,60.900000000000006,2581.82,195.3,1,Yes,Central,0
45,M,Month-to-month,Credit card,38,85.6,3243.44,193.0,2,No,West,0
23,F,One year,Electronic check,49,55.7,2718.49,407.7,1,Yes,North,0
69,F,Month-to-month,Bank transfer,48,93.89,4438.42,298.6,0,No,North,0
50,M,Month-to-month,Bank transfer,50,82.62,4093.75,279.8,1,No,Central,0
58,F,Month-to-month,Mailed check,42,74.82,3180.8,160.7,1,No,South,0
39,M,Month-to-month,Electronic check,17,70.97,1430.83,133.7,2,No,North,1
18,F,Month-to-month,Mailed check,35,86.38,3142.18,173.1,3,No,West,1
40,F,One year,Bank transfer,30,80.12,2292.54,259.4,0,No,East,0
82,M,Month-to-month,Mailed check,70,68.65,4986.97,185.7,1,No,East,0
66,F,Month-to-month,Mailed check,70,70.44,5006.03,205.5,1,No,West,0
37,F,Month-to-month,Mailed check,70,81.54,5807.73,313.9,1,No,North,0
52,M,Month-to-month,Electronic check,57,111.09,6256.49,410.7,1,No,Central,0
38,F,Month-to-month,Credit card,10,81.41,1151.54,337.1,2,No,South,1
30,M,Two year,Electronic check,3,67.56,-35.75,275.9,0,No,Central,0
67,M,One year,Electronic check,49,76.6,3725.71,272.9,0,No,North,0
25,F,Month-to-month,Electronic check,41,64.08,2614.43,211.7,3,Yes,East,0
35,M,One year,Mailed check,58,37.72,2382.16,207.2,0,Yes,East,0
72,F,Month-to-month,Electronic check,62,32.62,2243.83,277.5,0,No,East,0
68,F,Month-to-month,Bank transfer,62,36.61,2519.7,227.7,0,No,North,0
35,M,One year,Bank transfer,38,62.46,2350.28,398.5,0,Yes,South,0
66,F,One year,Electronic check,74,61.510000000000005,4615.38,257.3,1,No,South,0
36,M,Month-to-month,Electronic check,9,117.97,1607.35,189.7,2,No,Central,1
30,M,Month-to-month,Electronic check,60,89.93,5468.72,329.1,1,Yes,East,0
61,M,Two year,Electronic check,73,78.73,5874.5,173.9,0,No,Central,0
25,F,Two year,Credit card,27,37.71,992.28,260.9,0,Yes,Central,0
50,F,Month-to-month,Electronic check,17,73.55,1508.26,114.1,4,No,East,1
65,M,Month-to-month,Mailed check,67,57.47,4032.47,210.0,1,Yes,South,0
71,M,One year,Bank transfer,14,55.0,699.2,219.2,0,No,South,0
19,M,Month-to-month,Electronic check,21,72.53,1434.42,178.8,3,No,North,0
40,F,Month-to-month,Mailed check,44,68.7,2861.99,95.2,1,No,South,1
46,F,One year,Electronic check,38,60.26,2207.85,324.8,1,No,West,1
57,F,One year,Bank transfer,49,65.28,3222.45,99.6,0,No,Central,0
39,F,Two year,Credit card,51,107.25,5365.36,255.7,0,Yes,West,0
66,F,Month-to-month,Bank transfer,66,87.79,5825.89,247.0,1,No,North,0
71,M,Month-to-month,Mailed check,45,70.47,3175.6,177.4,0,No,Central,0
81,F,Two year,Credit card,71,44.43,3447.94,315.7,0,No,South,0
52,F,One year,Electronic check,1,52.67,212.57,285.7,1,No,Central,1
47,M,Month-to-month,Electronic check,18,70.86,1087.4,216.2,0,Yes,East,0
75,M,Month-to-month,Credit card,30,55.66,1672.26,249.0,0,No,North,0
47,M,Month-to-month,Mailed check,64,48.54,3290.8,204.6,0,No,North,0
25,M,Month-to-month,Bank transfer,42,60.42,2547.89,180.5,0,No,Central,0
76,F,Month-to-month,Mailed check,16,89.12,1718.38,257.9,3,Yes,South,1
53,F,Two year,Electronic check,74,5.0,649.1,181.9,0,No,East,0
49,M,Month-to-month,Bank transfer,56,57.8,3257.97,205.1,1,No,Central,0
82,F,Month-to-month,Electronic check,41,59.64,2317.44,59.7,4,No,West,1
43,M,Month-to-month,Credit card,25,56.98,1330.1,181.6,0,Yes,West,0
51,F,Month-to-month,Mailed check,14,95.15,1075.79,299.8,0,No,Central,0
34,M,One year,Credit card,8,62.27,375.79,238.1,0,No,South,0
64,M,Month-to-month,Credit card,49,84.09,4080.28,311.3,0,No,North,0
28,M,One year,Credit card,56,16.64,1005.85,264.5,0,No,East,0
31,M,Month-to-month,Electronic check,7,77.02,261.3,34.4,1,No,Central,0
21,M,One year,Credit card,41,53.31,2123.86,227.8,0,No,South,0
63,M,Two year,Electronic check,60,90.99,5518.58,218.8,0,No,Central,0
58,M,Month-to-month,Electronic check,21,59.48,1185.39,130.9,2,No,West,0
34,F,One year,Credit card,69,36.5,2775.22,225.2,0,No,South,0
60,F,Month-to-month,Credit card,45,21.79,1087.52,34.9,1,No,Central,0
67,M,Month-to-month,Credit card,61,76.15,4639.57,176.8,1,No,East,0
55,M,Month-to-month,Electronic check,38,62.2,2339.55,309.8,1,No,South,0
39,F,Two year,Electronic check,8,54.05,609.64,238.4,2,No,North,1
37,F,Month-to-month,Electronic check,0,81.51,429.86,284.8,3,No,South,1
23,F,One year,Credit card,47,23.97,1381.82,231.5,0,No,South,0
34,F,One year,Electronic check,33,29.58,963.39,207.8,0,Yes,West,0
62,M,Month-to-month,Bank transfer,23,62.540000000000006,1381.61,247.6,0,No,North,0
43,F,Two year,Bank transfer,61,42.2,2755.73,353.0,0,Yes,East,0
60,F,Two year,Bank transfer,74,48.64,3792.89,229.0,0,No,South,0
43,M,Month-to-month,Credit card,18,77.86,1160.26,315.5,1,No,West,0
54,F,Month-to-month,Electronic check,31,92.01,3023.85,286.7,2,No,Central,1
24,M,Month-to-month,Credit card,34,50.58,1660.12,318.7,1,Yes,Central,0
61,M,Two year,Credit card,6,62.5,216.05,266.5,0,No,South,0
83,F,Month-to-month,Mailed check,26,111.83,2697.35,213.9,1,No,Central,0
66,M,Month-to-month,Electronic check,57,116.42,6665.07,227.2,2,No,North,1
46,F,Two year,Mailed check,8,99.1,504.92,277.7,0,Yes,South,0
75,M,Month-to-month,Electronic check,59,68.31,3786.82,189.9,4,Yes,West,1
63,F,Month-to-month,Bank transfer,26,60.66,1627.83,241.8,2,Yes,North,0
59,F,Month-to-month,Mailed check,37,86.21,3073.94,280.1,1,No,Central,0
80,M,Month-to-month,Electronic check,4,22.67,-33.84,231.5,1,No,North,0
31,F,Month-to-month,Electronic check,13,71.71,620.05,140.6,1,No,East,0
69,F,Month-to-month,Bank transfer,0,77.74,454.12,221.7,3,No,East,1
71,F,Two year,Electronic check,70,83.01,5908.74,398.8,1,Yes,South,0
51,F,One year,Electronic check,12,43.68,424.67,356.5,1,No,East,0
72,F,One year,Electronic check,3,36.95,12.69,230.4,0,Yes,North,0
61,M,One year,Bank transfer,47,72.19,3422.06,178.6,0,No,South,0
23,M,Month-to-month,Electronic check,39,64.19,2463.88,216.9,1,No,South,0
51,F,One year,Bank transfer,18,49.34,855.65,189.1,1,Yes,Central,0
70,F,Month-to-month,Credit card,15,99.03,1290.33,446.5,0,No,South,0
84,F,One year,Mailed check,13,99.26,1026.84,56.3,0,No,West,0
66,F,One year,Bank transfer,10,76.19,581.43,169.3,0,Yes,East,0
80,F,One year,Credit card,12,52.06,458.11,213.7,0,No,South,0
65,M,Month-to-month,Credit card,46,73.68,3354.18,326.1,0,No,East,0
83,M,Month-to-month,Electronic check,43,58.76,2526.28,117.8,2,No,East,0
27,F,Two year,Mailed check,29,64.54,1831.71,241.8,1,No,South,0
32,M,Month-to-month,Credit card,71,59.67,4442.36,421.5,0,No,Central,0
65,F,Month-to-month,Mailed check,6,36.39,156.47,189.1,0,Yes,East,0
71,F,Month-to-month,Bank transfer,73,51.34,3943.69,191.1,1,No,North,0
36,M,Two year,Electronic check,41,77.78,3031.99,20.0,0,No,West,0
65,F,Month-to-month,Credit card,29,37.82,1098.8,178.3,0,No,Central,0
41,F,Month-to-month,Electronic check,10,34.97,297.35,356.4,2,Yes,East,1
66,F,Month-to-month,Bank transfer,60,43.71,2784.81,360.4,0,No,West,0
28,M,Month-to-month,Bank transfer,52,63.06999999999999,3318.48,260.2,0,No,South,0
37,M,Month-to-month,Electronic check,33,58.3,1930.85,367.0,1,No,West,1
52,F,One year,Mailed check,21,15.579999999999998,410.89,278.2,1,Yes,West,0
35,F,One year,Bank transfer,25,47.77,1159.96,221.1,0,No,South,0
35,F,Month-to-month,Mailed check,20,13.02,348.71,339.9,0,No,North,0
51,F,Month-to-month,Credit card,14,38.15,478.45,320.4,0,No,East,0
84,F,Month-to-month,Bank transfer,14,100.19,1146.72,146.8,0,No,South,0
66,F,Month-to-month,Electronic check,44,64.63,2762.43,201.3,1,No,Central,0
60,F,One year,Electronic check,30,52.87,1620.52,246.7,1,No,North,0
41,F,Month-to-month,Bank transfer,34,110.19,3998.78,326.7,1,Yes,North,1
20,M,Month-to-month,Electronic check,62,43.81,2857.73,310.2,0,No,West,0
66,F,Two year,Bank transfer,24,61.34,1399.67,284.0,0,No,East,0
23,F,Two year,Credit card,47,62.99,2997.6,240.7,0,No,East,0
25,M,Month-to-month,Electronic check,71,26.57,2192.02,292.0,3,No,North,0
51,M,Two year,Mailed check,58,75.85,4393.04,351.9,1,No,South,0
39,F,Month-to-month,Mailed check,8,83.78,461.84,421.6,1,No,North,0
61,F,Month-to-month,Credit card,22,75.54,1492.78,98.5,0,No,West,0
28,F,Month-to-month,Electronic check,56,5.0,544.03,186.8,0,No,East,0
81,M,Month-to-month,Bank transfer,55,59.06999999999999,3221.27,280.0,0,No,East,0
36,M,One year,Bank transfer,64,92.41,5685.02,157.3,3,No,North,1
20,M,One year,Electronic check,22,84.59,1766.71,62.4,0,No,South,0
41,M,Month-to-month,Bank transfer,12,98.21,996.3,215.9,1,No,South,0
60,M,One year,Electronic check,49,52.19,2754.07,293.2,0,Yes,North,0
76,F,One year,Electronic check,44,49.31,2169.43,287.6,1,No,South,0
34,M,Month-to-month,Electronic check,13,50.4,516.95,374.4,0,Yes,East,0
47,F,One year,Electronic check,29,44.16,1267.17,281.8,1,No,South,0
54,F,Month-to-month,Electronic check,4,73.68,660.78,384.8,3,No,East,1
82,M,Two year,Credit card,26,39.61,1002.46,293.5,0,No,South,0
27,M,Month-to-month,Electronic check,66,76.91,5178.51,294.8,0,No,East,0
72,M,Month-to-month,Mailed check,67,120.2,7974.31,367.7,0,Yes,North,0
83,M,Month-to-month,Mailed check,0,75.82,205.29,263.9,1,No,Central,1
55,F,Month-to-month,Bank transfer,69,56.98,4177.29,82.9,0,No,North,0
69,F,One year,Credit card,73,110.8,8105.71,265.3,0,Yes,East,0
56,M,Month-to-month,Bank transfer,39,95.79,3591.87,260.0,0,Yes,East,0
57,M,Month-to-month,Bank transfer,50,74.82,3729.65,200.4,0,No,North,0
44,M,Month-to-month,Electronic check,71,68.03,5018.12,254.4,3,No,Central,0
76,M,Month-to-month,Electronic check,50,40.31,2197.26,389.9,0,Yes,West,0
29,M,One year,Electronic check,36,61.510000000000005,2211.06,367.3,0,No,East,0
37,F,Two year,Electronic check,39,49.81,1988.39,266.1,0,No,East,0
47,M,One year,Credit card,40,58.7,2235.28,208.2,0,No,East,0
30,M,Month-to-month,Electronic check,41,37.04,1540.86,352.4,3,No,West,0
39,F,Month-to-month,Bank transfer,71,84.73,6077.11,356.7,1,No,Central,0
64,M,One year,Mailed check,28,67.83,1933.2,308.9,0,Yes,South,0
45,F,Month-to-month,Mailed check,37,91.66,3203.59,325.7,1,No,South,0
44,F,Month-to-month,Credit card,68,66.03,4646.94,301.2,1,No,North,0
67,M,Month-to-month,Electronic check,54,117.91,6310.54,223.9,1,No,North,0
76,M,Month-to-month,Electronic check,25,75.26,1773.71,286.4,0,No,Central,0
27,F,Two year,Credit card,39,98.26,3736.59,194.7,0,No,South,0
80,F,Month-to-month,Mailed check,48,69.15,3317.22,279.9,0,No,East,0
69,F,One year,Credit card,38,5.99,403.16,242.9,0,No,East,0
19,F,Month-to-month,Bank transfer,61,72.59,4552.0,209.1,0,No,East,0
26,F,Month-to-month,Bank transfer,50,83.2,4113.85,371.0,0,No,West,0
59,M,Month-to-month,Mailed check,29,43.21,1270.66,298.5,0,No,South,0
59,M,Month-to-month,Electronic check,70,77.82,5491.9,151.7,0,Yes,North,0
57,M,Month-to-month,Bank transfer,39,51.6,2028.39,231.8,0,No,Central,0
57,F,Two year,Electronic check,31,81.55,2366.57,347.1,0,No,North,0
70,M,Month-to-month,Electronic check,63,27.49,1930.14,233.2,2,Yes,East,0
33,F,Month-to-month,Mailed check,40,56.04,2436.85,259.3,1,No,South,0
23,M,One year,Bank transfer,34,86.07,2769.09,285.2,0,No,West,0
32,M,One year,Bank transfer,45,36.15,1803.84,332.6,0,No,South,0
28,M,Two year,Credit card,58,29.53,1986.48,210.0,0,Yes,South,0
21,F,Month-to-month,Electronic check,52,70.95,3697.05,282.4,1,No,East,0
34,M,One year,Electronic check,7,75.86,351.91,326.0,0,Yes,North,0
20,F,Month-to-month,Bank transfer,16,82.35,1098.44,336.0,1,No,East,0
68,F,Month-to-month,Electronic check,32,75.81,2554.75,354.6,1,No,South,1
57,M,Two year,Mailed check,50,88.6,4409.39,403.9,0,No,South,0
67,F,Month-to-month,Electronic check,25,59.43000000000001,1421.02,221.4,0,No,Central,0
50,F,Month-to-month,Electronic check,5,30.6,72.48,225.5,0,No,South,0
21,M,Month-to-month,Electronic check,13,70.01,744.79,307.2,3,Yes,North,0
44,M,Month-to-month,Electronic check,22,46.92,955.22,358.6,3,Yes,North,0
50,M,One year,Electronic check,44,66.75,2987.73,179.6,1,No,West,0
27,F,Two year,Electronic check,4,44.81,46.66,247.4,2,No,North,0
18,M,Month-to-month,Electronic check,25,47.97,1117.61,215.1,1,Yes,North,0
49,M,Month-to-month,Electronic check,54,51.29,2506.54,138.0,5,Yes,South,1
73,F,Month-to-month,Mailed check,61,58.96,3630.94,183.8,1,No,East,0
52,F,Two year,Bank transfer,65,61.33,4020.05,352.3,0,Yes,West,0
72,F,Month-to-month,Bank transfer,58,76.37,4466.61,356.1,1,No,Central,0
25,M,One year,Electronic check,58,53.84,3226.0,300.9,2,No,South,0
72,M,Month-to-month,Credit card,3,40.85,24.33,286.2,1,No,East,0
57,F,Month-to-month,Electronic check,18,30.32,419.62,186.0,0,No,North,0
30,F,Two year,Electronic check,22,43.93,945.23,209.8,0,No,South,0
56,F,Month-to-month,Electronic check,2,83.11,598.84,342.1,5,No,East,1
27,F,Month-to-month,Electronic check,28,39.89,1067.95,193.8,0,No,South,0
72,F,Two year,Electronic check,6,41.13,158.7,270.0,1,No,East,0
23,M,Month-to-month,Credit card,66,97.45,6447.36,227.9,2,No,North,0
40,M,One year,Mailed check,63,76.84,4955.42,180.2,0,No,Central,0
35,F,Month-to-month,Bank transfer,25,109.72,3129.76,294.9,1,No,Central,1
43,F,Month-to-month,Electronic check,18,63.35,955.75,205.1,3,No,Central,0
49,M,Month-to-month,Credit card,72,74.54,5520.67,199.0,3,Yes,East,0
77,F,Month-to-month,Bank transfer,45,69.84,3104.75,241.8,1,No,West,0
56,F,Month-to-month,Bank transfer,20,91.34,2175.78,393.5,2,Yes,West,1
67,F,Month-to-month,Electronic check,74,94.11,7018.23,301.9,1,No,North,0
76,M,Month-to-month,Mailed check,51,103.14,5199.35,238.8,0,No,North,0
39,M,Month-to-month,Electronic check,3,89.0,714.63,236.3,2,No,North,1
60,F,Month-to-month,Mailed check,41,58.71,2328.32,128.7,0,No,South,0
33,M,Month-to-month,Electronic check,37,56.74,2028.04,218.0,1,No,West,0
56,M,Month-to-month,Credit card,62,76.59,4823.7,312.7,0,No,South,0
47,F,One year,Bank transfer,14,72.48,903.27,338.9,0,No,East,0
79,M,Month-to-month,Electronic check,39,110.55,4477.6,306.7,3,No,North,1
47,M,One year,Electronic check,16,82.35,1180.57,279.7,1,No,South,0
73,F,Month-to-month,Bank transfer,74,72.51,5468.6,353.6,0,No,South,0
27,F,Month-to-month,Electronic check,4,74.29,58.34,282.1,0,No,North,0
60,F,Month-to-month,Credit card,28,18.16,515.27,217.0,0,No,South,0
63,M,One year,Bank transfer,26,25.07,663.03,282.2,0,No,Central,0
45,M,Two year,Electronic check,42,101.96,4130.37,239.0,0,No,Central,0
36,M,Two year,Electronic check,3,81.33,-49.69,246.9,0,No,West,0
76,F,One year,Electronic check,31,28.69,1001.36,294.1,1,Yes,South,0
18,M,Two year,Electronic check,18,87.52,1348.87,278.4,0,No,South,0
64,M,One year,Credit card,6,117.9,325.9,205.0,0,No,Central,0
45,M,Month-to-month,Electronic check,44,30.93,1461.71,445.5,0,No,North,0
53,F,One year,Mailed check,39,56.29,2243.83,259.5,0,No,South,0
83,F,Month-to-month,Bank transfer,59,67.25,3938.79,202.7,0,Yes,Central,0
38,M,One year,Credit card,14,42.16,488.11,287.8,0,No,South,0
27,M,Month-to-month,Credit card,31,58.05,1785.18,292.9,0,Yes,West,0
29,M,One year,Electronic check,53,63.72,3408.62,287.0,0,No,South,0
83,F,One year,Bank transfer,34,75.34,2468.41,55.3,0,No,North,0
42,F,Month-to-month,Mailed check,10,75.31,1105.7,132.4,3,No,Central,1
54,M,One year,Electronic check,64,99.73,6268.47,178.5,1,No,East,1
37,M,Month-to-month,Electronic check,59,72.84,4391.79,109.0,1,No,South,0
83,F,Month-to-month,Bank transfer,17,33.3,564.72,193.7,0,Yes,South,0
34,M,Two year,Electronic check,53,44.63,2537.82,165.9,0,No,West,0
33,F,Month-to-month,Electronic check,1,118.42,748.66,336.0,3,No,North,1
58,M,Two year,Credit card,28,58.83,1628.28,207.4,0,No,Central,0
82,M,Month-to-month,Electronic check,23,88.91,2249.42,202.9,1,No,South,1
26,F,Month-to-month,Electronic check,21,63.650000000000006,1281.75,182.9,2,Yes,Central,0
31,M,One year,Electronic check,16,48.25,616.9,338.2,1,No,North,0
23,M,One year,Credit card,34,103.6,3333.76,228.2,0,Yes,East,0
74,F,Month-to-month,Bank transfer,67,41.43,2978.92,195.6,0,No,East,0
33,M,Two year,Credit card,28,58.0,1534.91,178.5,1,Yes,North,0
76,F,Month-to-month,Bank transfer,71,88.7,6358.4,322.6,0,No,North,0
62,M,Month-to-month,Electronic check,2,82.92,664.5,202.2,3,No,East,1
82,M,One year,Mailed check,43,78.23,3360.33,317.9,2,No,South,0
54,M,Month-to-month,Mailed check,56,48.75,2871.52,153.0,1,No,South,0
83,F,Month-to-month,Bank transfer,26,71.31,1730.94,428.9,0,No,East,0
41,F,One year,Electronic check,36,80.17,2869.26,275.8,0,No,West,0
71,M,Month-to-month,Mailed check,43,66.77,2840.86,234.5,1,No,Central,0
57,F,Month-to-month,Bank transfer,58,53.31,3188.21,187.2,1,Yes,West,0
20,M,One year,Bank transfer,11,75.09,620.53,377.5,1,No,West,0
76,F,One year,Credit card,4,49.32,87.73,218.6,1,No,North,0
82,M,One year,Electronic check,71,50.28,3740.64,248.4,0,No,South,0
33,F,Month-to-month,Credit card,66,119.61,7923.91,216.8,0,No,East,0
55,M,Month-to-month,Electronic check,61,62.06999999999999,3854.47,328.3,0,No,North,0
36,M,Month-to-month,Electronic check,41,82.76,3356.89,263.9,0,No,South,0
82,F,Month-to-month,Bank transfer,38,57.62,2219.09,130.6,0,No,North,0
30,M,Month-to-month,Electronic check,47,53.9,2643.2,312.2,0,No,East,0
60,F,Month-to-month,Electronic check,34,59.67,2026.58,157.1,2,No,Central,0
81,M,Month-to-month,Electronic check,60,82.29,4671.98,327.0,1,No,North,1
37,F,One year,Electronic check,29,98.28,3165.98,206.0,1,Yes,Central,1
78,M,Month-to-month,Mailed check,32,51.06,1696.04,466.3,2,No,East,0
83,M,Month-to-month,Mailed check,70,70.25,5060.2,162.1,1,No,North,0
68,F,Month-to-month,Electronic check,41,96.66,4127.14,318.5,1,No,West,1
76,M,Two year,Mailed check,25,61.02,1416.75,444.1,1,No,East,0
71,F,Month-to-month,Electronic check,10,67.63,490.75,377.6,0,No,Central,0
20,M,Two year,Electronic check,55,19.68,1244.98,248.8,1,Yes,North,0
56,M,Month-to-month,Electronic check,19,57.52,1080.28,376.7,1,No,South,0
51,F,Month-to-month,Electronic check,31,71.57,2142.02,249.3,5,No,South,0
73,M,Month-to-month,Electronic check,24,59.52,1224.08,179.9,0,No,South,0
40,F,Two year,Credit card,58,90.3,5203.98,190.9,1,No,Central,0
21,M,Month-to-month,Credit card,38,69.3,2595.16,229.3,1,Yes,North,0
50,F,One year,Electronic check,70,101.68,7125.04,158.4,2,Yes,North,0
82,F,One year,Electronic check,49,48.8,2392.92,147.2,0,No,North,0
42,M,One year,Electronic check,54,92.88,4921.38,240.5,0,No,South,0
68,F,Two year,Electronic check,25,74.01,1754.46,320.7,0,Yes,West,0
41,M,One year,Bank transfer,32,63.23,1943.29,315.0,1,No,South,0
81,F,Month-to-month,Bank transfer,64,54.31,3657.73,185.4,0,No,North,0
23,F,Month-to-month,Credit card,5,41.85,134.02,144.2,0,No,West,0
57,F,Two year,Credit card,20,76.23,1374.93,70.8,0,No,East,0
64,M,Month-to-month,Mailed check,24,45.41,1075.85,228.4,1,No,South,0
63,F,Month-to-month,Credit card,10,7.83,68.25,297.3,2,No,North,0
38,M,Two year,Bank transfer,12,66.3,637.14,368.8,0,No,East,0
81,F,Month-to-month,Mailed check,7,84.26,385.7,285.5,1,Yes,East,0
25,M,Month-to-month,Credit card,50,71.44,3587.57,377.2,0,No,North,0
37,F,Month-to-month,Mailed check,15,34.28,508.19,354.8,2,No,East,1
26,F,One year,Electronic check,17,94.99,1371.82,218.4,0,No,North,0
72,M,One year,Credit card,23,64.8,1413.88,346.8,0,No,West,0
61,M,Month-to-month,Electronic check,46,71.52000000000001,3201.22,213.0,4,No,North,1
22,M,Month-to-month,Electronic check,67,86.6,5800.12,172.6,0,No,South,0
57,F,Month-to-month,Bank transfer,3,81.59,-19.59,21.6,0,Yes,South,0
83,F,Month-to-month,Electronic check,26,84.37,2394.83,179.4,3,Yes,South,1
47,M,One year,Mailed check,27,24.89,720.01,263.9,0,No,East,0
41,M,Month-to-month,Electronic check,31,63.510000000000005,1954.2,269.2,1,No,East,0
78,F,Month-to-month,Electronic check,16,49.95,735.45,261.6,0,No,South,0
24,F,Two year,Bank transfer,41,69.92,2826.27,114.9,0,Yes,Central,0
47,M,Two year,Electronic check,1,120.06,866.04,111.7,3,Yes,South,1
20,M,Two year,Bank transfer,50,42.91,2286.93,285.0,0,No,Central,0
65,M,One year,Electronic check,31,72.18,2092.28,326.6,1,Yes,North,0
40,M,Two year,Electronic check,7,64.05,226.21,357.6,1,No,West,0
66,M,Month-to-month,Mailed check,59,36.79,2240.2,198.0,1,No,Central,0
60,M,Month-to-month,Electronic check,18,65.12,1047.49,319.3,0,No,East,0
66,M,Two year,Electronic check,59,53.71,3316.55,168.6,1,No,East,0
19,M,Month-to-month,Credit card,15,71.43,984.83,243.6,0,No,Central,0
75,F,One year,Electronic check,9,108.06,617.21,286.1,1,No,West,0
33,M,One year,Electronic check,54,87.61,4734.84,294.1,0,No,Central,0
80,M,Month-to-month,Bank transfer,12,47.4,449.41,274.1,2,No,West,0
65,F,One year,Electronic check,51,94.0,4775.78,257.6,0,Yes,East,0
62,F,Month-to-month,Mailed check,58,71.81,4312.58,119.6,0,No,South,0
26,F,Month-to-month,Electronic check,22,46.27,968.99,199.6,0,No,East,0
77,F,Month-to-month,Credit card,16,70.31,892.91,93.4,0,No,North,0
56,M,Two year,Credit card,19,76.45,1195.32,44.0,0,No,North,0
44,F,Month-to-month,Electronic check,39,45.76,1903.49,206.7,3,No,North,0
68,M,Month-to-month,Electronic check,17,95.75,1869.57,232.2,1,No,East,1
24,M,Month-to-month,Electronic check,9,117.12,1615.58,244.4,3,No,West,1
28,F,Month-to-month,Electronic check,32,35.79,1230.36,348.2,3,No,East,0
51,M,Month-to-month,Bank transfer,0,127.08,531.73,297.7,3,Yes,Central,1
38,F,Month-to-month,Credit card,0,97.33,50.92,282.7,1,Yes,North,1
65,M,Month-to-month,Electronic check,70,82.82,5871.14,209.8,2,No,East,0
63,F,Month-to-month,Mailed check,18,113.54,1816.5,182.9,0,Yes,Central,0
43,F,One year,Electronic check,9,86.33,1067.25,231.8,3,No,Central,1
31,M,Month-to-month,Bank transfer,60,105.55,6360.11,312.3,0,No,South,0
79,F,Month-to-month,Credit card,36,59.16,2054.03,191.3,1,No,West,1
66,F,Two year,Electronic check,64,44.56,2993.1,319.1,1,No,North,0
20,F,Month-to-month,Electronic check,32,62.41,1908.55,180.4,3,Yes,Central,0
63,F,Month-to-month,Electronic check,29,60.510000000000005,1676.82,342.0,1,No,Central,0
59,F,Month-to-month,Credit card,44,72.62,3117.38,274.9,1,No,North,0
50,M,Month-to-month,Electronic check,29,118.89,3204.65,218.4,2,Yes,West,0
30,F,Two year,Mailed check,30,63.150000000000006,1835.48,166.8,0,No,Central,0
52,M,Month-to-month,Electronic check,29,86.6,2632.95,177.5,3,No,North,1
28,F,Month-to-month,Electronic check,32,71.54,2219.3,159.7,0,Yes,South,0
40,F,Month-to-month,Bank transfer,63,99.82,6181.48,342.1,0,No,North,0
21,F,One year,Bank transfer,49,75.7,3663.85,227.4,1,No,North,0
38,M,Month-to-month,Electronic check,13,66.31,1067.42,204.3,2,No,West,1
29,F,Month-to-month,Electronic check,70,65.88,4787.46,90.3,2,No,West,0
21,M,One year,Credit card,65,63.370000000000005,4204.3,187.0,0,No,West,0
